"keyword","X1960","X1970","X1980","X1990","X2000","X2010"
"girl let",7,5,0,7,20,48
"girl lets",0,0,1,1,10,7
"girl life",0,3,1,2,8,0
"girl like",9,2,28,17,31,40
"girl like can",1,0,1,1,0,0
"girl like girl",0,0,1,2,0,9
"girl like girl like",0,0,1,2,0,9
"girl like love",0,0,3,0,3,1
"girl likes",0,0,3,1,1,0
"girl little",0,0,9,1,4,0
"girl look",2,0,10,9,3,34
"girl looked",1,1,0,7,2,2
"girl looks",2,0,0,3,0,2
"girl love",5,7,12,10,38,4
"girl love girl",0,3,0,1,12,0
"girl love love",0,0,1,1,4,0
"girl loves",0,2,1,2,1,0
"girl made",1,4,0,1,0,0
"girl make",0,2,5,9,34,4
"girl make feel",0,2,3,1,1,0
"girl makes",0,0,7,2,8,0
"girl miss",0,1,0,1,3,0
"girl must",0,0,1,3,9,0
"girl named",1,1,0,3,0,0
"girl need",3,2,6,8,18,4
"girl never",0,3,5,5,2,2
"girl next",0,1,5,0,6,0
"girl next door",0,1,5,0,5,0
"girl night",0,2,2,1,1,0
"girl nothing",0,0,1,1,1,0
"girl now",1,2,6,3,20,1
"girl oh",9,9,20,12,12,2
"girl oh yeah",0,0,1,1,8,1
"girl one",0,2,1,2,15,7
"girl ooh",0,9,0,13,2,4
"girl pretty",0,0,1,1,1,3
"girl promise",0,0,3,1,4,0
"girl put",0,0,1,0,13,5
"girl quit",0,0,0,6,4,1
"girl really",0,0,2,7,3,8
"girl right",0,3,4,2,4,0
"girl said",0,2,1,0,3,0
"girl say",0,1,1,1,0,1
"girl says",0,0,3,1,1,1
"girl see",0,0,4,5,3,1
"girl shes",1,1,7,1,2,4
"girl show",0,6,1,1,4,0
"girl side",1,0,1,0,2,0
"girl special",1,2,0,2,0,0
"girl still",1,0,2,2,0,1
"girl sure",0,5,0,0,1,1
"girl swear",1,0,0,9,3,0
"girl take",1,2,0,2,3,3
"girl tell",0,4,1,2,3,2
"girl thats",4,1,3,7,24,5
"girl theres",3,0,1,4,0,0
"girl things",0,1,1,0,4,1
"girl think",0,1,2,6,3,0
"girl thought",1,0,0,2,5,1
"girl time",0,5,0,3,2,0
"girl turn",0,0,3,4,5,1
"girl wanna",0,1,5,9,8,11
"girl want",4,2,14,25,17,5
"girl way",2,1,1,0,3,7
"girl well",3,2,1,1,3,4
"girl whatever",2,0,1,3,0,0
"girl whats",0,6,0,2,2,8
"girl whole",1,6,3,0,0,0
"girl whos",1,2,4,1,13,2
"girl will",0,1,0,2,3,3
"girl wish",0,3,5,3,2,0
"girl without",0,0,2,0,4,4
"girl wont",4,4,2,0,3,4
"girl world",0,2,2,5,23,22
"girl wouldnt",1,0,1,2,3,0
"girl ya",0,2,0,6,8,0
"girl yeah",4,7,5,4,7,3
"girl yeah yeah",0,0,1,1,1,0
"girl yes",1,2,2,3,5,0
"girl yo",0,0,0,7,3,2
"girl youd",0,0,1,2,0,3
"girl youll",0,2,4,13,1,2
"girl youll never",0,2,1,12,0,0
"girl young",2,4,0,0,0,1
"girl youre",18,12,22,11,39,30
"girl youre one",0,1,3,0,4,4
"girl youre still",5,0,0,5,1,0
"girl youve",2,5,3,8,6,2
"girl youve got",1,2,1,0,0,0
"girlbaby",0,1,1,1,0,0
"girldo",2,0,0,1,1,0
"girlfriend",0,2,20,14,85,14
"girlfriend got",0,0,0,2,1,1
"girlfriend shes",0,1,0,0,7,3
"girlfriends",0,0,2,6,9,3
"girlgirl",0,0,1,1,5,0
"girli",3,0,4,3,13,1
"girlies",0,0,0,3,1,1
"girlim",0,0,1,1,0,1
"girlooh",0,1,1,1,0,0
"girls",49,58,174,159,349,153
"girls aint",0,0,1,0,3,3
"girls around",1,0,1,0,6,9
"girls boys",2,1,0,0,0,1
"girls can",0,1,0,1,1,0
"girls come",0,0,0,3,4,3
"girls get",2,0,2,3,8,2
"girls girls",0,0,17,2,14,25
"girls go",1,0,5,4,31,5
"girls got",0,3,2,2,10,0
"girls id",1,1,0,0,1,0
"girls ive",0,1,5,0,0,2
"girls just",2,0,14,2,0,3
"girls like",0,2,1,1,18,1
"girls looking",0,0,0,1,1,2
"girls love",6,0,5,0,10,2
"girls need",0,0,7,1,2,1
"girls never",0,1,1,1,1,0
"girls say",0,0,4,3,10,1
"girls thats",0,1,0,0,1,1
"girls wanna",0,0,1,0,4,3
"girls want",0,0,5,1,26,4
"girls way",2,0,2,1,3,0
"girls weve",1,0,4,1,0,0
"girlthe",0,0,1,1,1,0
"girlyou",0,3,1,6,1,1
"give",109,416,554,815,854,400
"give aint",1,0,1,1,3,1
"give another",0,0,1,6,4,2
"give another chance",0,0,0,1,3,2
"give anything",0,7,4,8,12,1
"give away",2,0,13,6,38,3
"give baby",0,9,2,1,4,7
"give back",0,1,0,7,3,2
"give best",0,3,2,2,0,1
"give better",0,2,1,0,0,2
"give boy",0,2,5,0,5,0
"give break",0,1,1,3,0,0
"give can",0,1,2,9,4,1
"give cant",0,2,0,3,2,0
"give cause",1,4,3,12,3,4
"give chance",0,7,9,4,10,1
"give come",0,2,2,1,0,0
"give damn",0,2,2,13,38,4
"give dont",4,6,3,3,14,4
"give dont give",0,0,1,1,11,4
"give dont wanna",0,1,0,1,1,0
"give easy",2,0,1,1,2,0
"give em",0,2,3,1,6,2
"give every",0,0,3,2,0,1
"give everything",1,4,2,20,19,20
"give faith",0,0,4,1,9,0
"give feeling",0,0,0,1,3,2
"give fight",0,0,0,3,5,1
"give fuck",0,0,0,1,47,43
"give get",1,1,0,1,1,1
"give give",4,9,29,46,29,8
"give give give",2,6,11,31,13,1
"give give give give",1,4,4,24,0,0
"give go",1,1,0,0,0,2
"give good",0,2,28,10,3,1
"give got",1,0,1,7,8,2
"give gotta",0,1,0,1,2,0
"give half",0,1,1,1,1,0
"give hand",3,4,6,4,2,0
"give heart",1,8,2,18,8,15
"give hey",0,0,1,0,1,2
"give hope",2,3,0,4,1,4
"give ill",1,5,0,5,15,3
"give ill give",0,0,0,4,15,3
"give im",1,3,5,6,12,13
"give joy",1,0,5,0,1,0
"give just",4,15,15,13,16,1
"give just little",1,13,6,1,0,0
"give just little time",1,12,0,1,0,0
"give just one",1,1,8,7,11,0
"give just one night",0,0,7,2,10,0
"give keep",0,7,3,0,5,0
"give kind",0,1,0,1,0,1
"give kiss",0,1,0,3,1,2
"give know",0,2,5,2,8,5
"give last",0,0,0,1,1,2
"give life",2,6,2,1,3,2
"give little",4,17,22,2,4,1
"give little bit",2,10,15,0,2,0
"give long",0,1,1,0,6,0
"give love",10,42,69,77,9,12
"give love give",0,1,6,23,1,0
"give love give love",0,1,4,21,1,0
"give love need",1,1,2,4,0,0
"give love oh",0,1,1,7,0,0
"give lovin",0,0,1,5,1,0
"give loving",0,0,3,3,0,4
"give man",0,1,0,1,1,0
"give moment",0,0,4,2,7,0
"give money",1,0,7,5,6,1
"give much",0,3,2,1,2,4
"give need",0,1,7,10,5,3
"give never",2,2,10,4,0,0
"give night",0,1,9,1,0,2
"give now",2,1,1,2,2,2
"give number",0,0,1,0,4,1
"give oh",0,1,5,6,1,9
"give oh oh",0,0,3,1,1,2
"give oh oh oh",0,0,0,1,1,2
"give one",0,6,13,18,10,8
"give one chance",0,2,4,0,4,0
"give one night",0,0,6,0,1,4
"give one try",0,4,2,4,0,0
"give ooh",0,0,4,1,3,2
"give plenty",0,1,0,1,1,0
"give reason",0,0,1,7,8,5
"give right",0,0,2,4,0,3
"give second",0,0,1,0,1,2
"give sign",2,1,5,8,1,0
"give somethin",0,2,1,2,0,0
"give something",0,3,3,21,3,12
"give space",0,0,0,2,3,3
"give strength",1,2,3,2,1,0
"give take",2,0,7,4,1,0
"give tell",1,5,0,1,2,0
"give thing",1,0,0,0,1,4
"give things",1,0,0,2,2,0
"give think",1,0,2,0,1,0
"give time",3,8,26,10,14,9
"give time life",0,0,0,1,8,4
"give try",0,1,2,16,3,1
"give us",0,17,9,8,5,4
"give want",0,9,2,8,2,1
"give way",0,0,2,2,1,0
"give whole",0,0,2,1,2,0
"give will",0,5,1,0,1,1
"give wont",0,0,1,6,6,5
"give word",0,2,0,2,2,1
"give world",4,5,0,21,4,2
"give ya",1,0,0,2,8,1
"give yeah",0,2,1,3,0,1
"give youre",0,3,2,1,5,3
"given",11,13,41,38,15,6
"given can",0,1,2,0,0,1
"given heart",0,1,0,9,1,0
"given time",0,0,1,1,1,0
"gives",5,12,19,16,3,3
"gives love",0,0,1,8,0,1
"gives right",0,1,1,1,0,0
"givin",2,14,52,63,59,3
"giving",14,19,68,54,35,45
"giving love",0,3,13,8,0,8
"glad",29,40,28,47,50,23
"glad came",3,1,4,1,17,11
"glad found",2,3,3,2,7,0
"glad got",4,2,1,0,3,0
"glad im",4,10,2,0,1,0
"glad made",6,1,0,1,0,1
"glad weve",0,0,1,1,3,0
"glad youre",0,5,3,12,2,0
"gladly",3,4,1,1,1,0
"gladly take",0,1,1,1,0,0
"gladness",1,2,0,4,0,0
"glamor",0,0,0,1,1,2
"glamorous",0,0,17,0,36,1
"glance",2,1,7,3,7,1
"glanced",0,1,0,1,1,0
"glancin",0,1,0,1,1,0
"glare",0,0,0,3,3,1
"glass",3,17,6,18,15,39
"glass wine",0,1,1,1,0,2
"glasses",3,1,0,0,9,12
"gleam",1,1,2,4,1,0
"gleam eye",0,1,2,2,0,0
"gleaming",2,1,0,3,0,0
"glide",1,0,3,4,3,0
"glimpse",1,1,1,2,2,0
"glisten",0,0,1,2,1,0
"glitter",0,2,5,4,6,10
"glitters",0,1,0,5,0,1
"globe",0,0,1,0,8,10
"glock",0,0,0,3,14,3
"glocks",0,0,0,2,2,1
"gloom",1,6,0,6,0,0
"gloria",0,0,38,1,0,1
"glory",1,19,24,22,6,13
"glove",0,7,8,3,4,1
"glow",0,5,9,6,4,10
"glowin",0,2,0,1,1,0
"glowing",1,1,4,0,1,5
"glue",1,2,0,3,8,18
"go ah",1,1,0,1,2,0
"go ahead",0,4,12,34,23,28
"go aint",4,1,0,1,5,1
"go alone",2,1,1,2,4,0
"go another",0,0,0,1,4,1
"go anywhere",1,0,3,1,3,4
"go around",4,1,2,1,3,0
"go ask",0,1,1,3,0,2
"go astray",1,3,1,2,5,1
"go away",9,10,32,18,5,17
"go away cause",0,1,0,1,1,0
"go baby",5,3,3,12,15,18
"go baby dont",0,0,0,1,6,3
"go back",13,24,14,21,41,28
"go back please",1,0,1,0,0,1
"go bed",2,0,1,2,13,0
"go better",0,1,0,0,6,1
"go boom",0,0,0,4,3,3
"go break",0,1,0,8,1,0
"go broke",0,0,1,1,1,5
"go can",0,3,21,21,11,2
"go can go",0,0,1,4,2,0
"go cant",0,2,29,12,11,4
"go cause",0,5,11,16,16,11
"go cause dont",0,0,1,0,2,1
"go chorus",0,0,4,1,2,0
"go church",0,0,0,1,2,1
"go come",2,3,15,17,2,5
"go crazy",1,14,13,8,42,1
"go dance",0,2,1,1,1,0
"go dancing",1,2,4,2,0,1
"go day",0,3,1,3,7,0
"go days",1,0,0,2,5,0
"go deep",0,2,1,1,0,6
"go distance",0,0,1,7,0,1
"go dont",4,4,37,36,29,8
"go dont let",0,0,13,6,21,4
"go dont let go",0,0,12,6,21,3
"go dont need",0,0,0,5,3,1
"go dont wanna",0,0,6,2,3,0
"go downtown",5,1,0,0,2,5
"go eat",1,0,0,1,7,0
"go every",1,0,0,12,6,1
"go extra",0,0,0,3,1,1
"go far",3,2,7,0,7,1
"go fast",0,4,3,1,3,2
"go fast dont",0,2,1,1,0,0
"go feel",0,2,1,1,0,0
"go find",4,1,2,9,0,1
"go first",0,1,0,0,1,1
"go flow",0,2,0,9,1,1
"go get",4,2,6,13,95,16
"go girl",0,3,2,2,4,1
"go go",3,9,35,73,62,84
"go go cause",0,0,4,1,1,0
"go go go",0,3,5,47,19,46
"go go go go",0,1,0,37,10,21
"go go lets",0,0,1,1,0,3
"go got",4,5,0,3,8,13
"go gotta",0,5,7,5,3,2
"go guess",0,0,1,2,1,0
"go head",0,0,0,2,141,6
"go hear",0,1,2,1,0,0
"go hell",0,1,0,0,1,3
"go hey",0,3,0,1,7,4
"go hey hey",0,2,0,0,1,1
"go hey hey hey",0,2,0,0,1,1
"go hold",1,4,4,0,0,0
"go home",37,18,14,6,19,16
"go id",0,1,1,0,0,2
"go ill",1,5,8,10,13,5
"go im",7,9,11,7,17,7
"go im gonna",1,1,3,1,0,0
"go insane",0,1,1,2,4,8
"go ive",0,1,6,1,6,2
"go ive got",0,1,4,0,0,1
"go just",1,4,13,12,19,8
"go just cant",0,1,0,1,1,0
"go keep",0,3,5,4,7,3
"go know",4,3,6,13,34,2
"go la",0,0,4,1,0,6
"go leave",0,3,0,5,1,1
"go left",0,0,0,2,1,2
"go let",6,13,1,91,13,17
"go let go",1,11,0,80,1,14
"go lets",0,8,2,1,19,11
"go lets go",0,8,1,0,7,6
"go lets go lets",0,5,0,0,3,3
"go life",1,0,5,1,0,0
"go like",0,0,17,7,22,7
"go little",0,1,1,1,3,1
"go living",1,2,1,3,1,0
"go long",0,0,9,1,1,1
"go look",0,0,3,2,1,4
"go love",4,16,5,2,11,2
"go love love",1,3,1,0,0,0
"go low",0,0,0,1,1,63
"go make",1,1,13,3,7,5
"go making",0,0,1,0,1,15
"go man",1,0,0,0,1,1
"go memory",0,0,0,1,1,2
"go mine",0,3,0,0,5,1
"go much",0,2,1,4,1,0
"go need",0,4,1,0,1,0
"go never",5,4,6,7,2,5
"go never let",0,1,0,1,0,1
"go never never",2,1,0,1,0,0
"go night",0,0,5,0,9,10
"go now",16,9,21,14,37,3
"go now everybody",0,0,1,1,1,0
"go now go",9,1,3,3,11,0
"go now go now",9,0,0,2,11,0
"go nowhere",1,0,1,3,7,0
"go oh",9,6,15,20,12,28
"go oh oh",1,1,1,15,0,16
"go one",0,1,5,5,3,1
"go ooh",2,2,1,3,4,4
"go ooo",0,1,4,1,0,0
"go outside",3,12,1,1,0,3
"go party",0,1,1,12,5,0
"go people",0,5,0,1,1,0
"go place",0,6,2,0,9,1
"go play",1,1,3,5,1,0
"go please",2,0,3,2,0,0
"go please dont",2,0,3,1,0,0
"go pretty",3,2,0,1,0,0
"go put",0,0,0,1,3,4
"go ready",1,0,1,0,1,0
"go really",1,1,0,4,1,0
"go ride",0,3,0,1,4,3
"go right",1,2,0,17,28,1
"go right now",0,0,0,1,16,1
"go rock",0,2,0,2,0,1
"go roll",0,1,0,1,1,3
"go round",2,17,11,14,6,5
"go round round",0,1,5,9,0,3
"go said",0,3,2,3,0,8
"go say",0,2,1,15,2,5
"go see",5,4,2,1,9,5
"go see way",1,0,1,0,0,1
"go separate",0,1,2,0,5,1
"go separate ways",0,1,1,0,5,1
"go set",0,0,0,4,4,1
"go shes",1,1,2,2,1,0
"go sit",1,0,0,1,3,3
"go sleep",0,7,4,4,5,3
"go slow",0,2,5,5,8,1
"go something",0,2,0,4,4,0
"go somewhere",0,5,0,0,16,3
"go soon",0,0,1,1,2,0
"go stay",1,0,3,0,0,4
"go still",0,4,1,1,6,1
"go stop",1,0,0,1,5,3
"go sun",1,1,0,0,1,2
"go take",0,8,9,6,23,4
"go takes",2,2,0,1,0,0
"go talk",0,1,9,0,0,4
"go tell",3,1,0,8,5,2
"go thats",0,1,6,2,0,14
"go theres",1,5,2,4,3,0
"go thing",0,1,0,0,2,2
"go things",0,1,0,4,1,2
"go though",0,2,5,1,1,0
"go time",2,2,8,6,0,1
"go together",2,1,4,1,1,2
"go tonight",0,0,1,1,1,7
"go turn",1,3,0,1,5,2
"go walking",1,2,1,6,0,0
"go wanna",0,2,5,1,6,13
"go wanna go",0,0,2,0,1,3
"go want",0,1,4,11,11,14
"go want know",0,0,0,10,3,3
"go watch",0,0,0,1,1,1
"go way",4,21,21,17,7,16
"go well",0,3,5,2,7,2
"go wild",0,0,2,4,5,1
"go will",1,6,5,5,4,5
"go without",3,1,5,1,16,3
"go wont",1,4,0,7,3,6
"go work",2,0,4,1,2,0
"go wrong",3,8,13,22,22,0
"go yeah",0,3,4,3,12,7
"go yeah yeah",0,2,1,1,2,1
"go yeah yeah yeah",0,0,0,1,1,1
"go yo",0,1,0,4,2,1
"go youll",0,1,2,4,0,1
"go youre",0,12,6,6,8,1
"goal",2,1,4,1,4,3
"goals",1,1,0,1,0,1
"goand",0,3,3,2,6,3
"gocause",0,1,2,5,5,2
"gocause need",0,0,0,4,4,2
"god",32,80,30,118,158,83
"god becky",0,0,0,1,1,1
"god bless",3,0,1,0,4,0
"god can",4,0,0,0,1,1
"god cant",0,0,1,1,1,0
"god damn",0,0,0,5,18,4
"god dont",0,1,1,1,1,2
"god found",0,0,2,0,4,1
"god give",1,0,1,4,0,0
"god gonna",1,1,1,0,0,0
"god hope",0,0,3,1,0,1
"god im",3,11,2,3,3,3
"god knows",0,4,6,12,14,7
"god knows im",0,0,0,1,1,3
"god made",1,1,0,6,0,4
"god must",6,1,0,9,0,0
"goddamn",0,0,0,3,12,1
"goddess",0,1,1,2,2,2
"godont",1,0,0,1,1,0
"gods",4,8,8,21,6,2
"goes",49,70,89,128,247,129
"goes around",0,1,5,5,61,9
"goes around comes",0,0,1,0,30,9
"goes around comes around",0,0,1,0,13,1
"goes away",0,4,1,0,2,1
"goes baby",0,1,1,1,0,10
"goes back",1,0,1,1,3,0
"goes cause",0,2,1,0,0,1
"goes far",1,0,1,1,0,1
"goes know",1,1,0,0,0,4
"goes long",1,1,6,0,0,0
"goes must",1,0,0,0,8,1
"goes must come",1,0,0,0,8,1
"goes night",0,0,2,1,0,8
"goes right",1,3,0,2,0,0
"goes round",0,1,3,2,0,1
"goes show",1,1,0,3,0,0
"goes thats",0,1,11,13,1,0
"goes thats way",0,1,0,13,1,0
"goes well",1,1,0,0,14,0
"goi",1,4,1,6,16,14
"goi know",1,2,0,1,3,4
"goif",1,1,1,0,5,2
"goim",0,0,2,0,4,4
"goin",19,92,62,103,191,89
"goin aint",0,1,0,1,0,1
"goin anywhere",0,0,1,0,1,1
"goin away",1,2,0,0,2,0
"goin baby",0,2,1,1,11,0
"goin back",0,11,0,0,4,8
"goin crazy",0,0,5,3,2,5
"goin get",0,1,0,1,2,0
"goin gets",1,0,0,1,1,1
"goin goin",0,0,1,0,2,3
"goin home",0,2,0,1,6,13
"goin im",0,3,0,4,1,0
"goin like",0,0,0,3,1,1
"goin now",0,1,0,1,3,1
"goin nowhere",0,9,2,0,12,0
"goin strong",0,3,1,1,0,0
"goin wrong",0,0,2,1,1,0
"going",71,113,164,237,282,237
"going alright",0,0,2,1,4,0
"going around",1,3,1,0,0,0
"going away",2,1,1,1,0,0
"going baby",0,1,1,2,3,0
"going back",2,5,2,11,1,4
"going cant",0,1,1,2,0,0
"going crazy",0,2,7,2,19,2
"going dont",0,1,7,5,6,0
"going dont know",0,1,4,3,5,0
"going fast",0,2,0,1,0,2
"going get",0,1,4,4,1,1
"going gets",0,1,17,1,0,0
"going going",0,0,3,0,5,11
"going head",1,0,0,4,1,10
"going home",0,2,0,0,13,22
"going im",0,0,1,0,1,6
"going just",0,2,0,3,0,5
"going know",0,0,8,1,3,2
"going let",0,1,0,3,2,0
"going like",0,0,1,3,0,10
"going make",2,1,3,0,4,9
"going nowhere",2,0,1,0,3,11
"going right",0,1,0,2,1,4
"going round",2,7,2,1,1,0
"going say",0,0,1,0,4,1
"going see",0,0,1,2,0,1
"going stay",1,2,9,0,0,0
"going tell",0,1,1,1,0,1
"going thats",1,0,1,0,3,0
"going theres",0,0,7,4,5,0
"going tonight",0,0,2,1,0,2
"going want",1,0,0,1,1,0
"going way",0,1,5,6,7,6
"going yeah",0,2,0,1,1,8
"going youre",0,1,0,2,6,4
"goive",1,0,3,0,3,0
"gold",18,80,27,43,78,58
"gold dont",0,1,0,1,0,2
"gold gold",2,7,0,1,1,0
"golden",16,41,10,11,9,12
"golden rule",2,1,1,2,0,0
"golets",1,0,2,0,0,3
"gon",1,16,0,101,401,186
"gon call",0,0,0,1,2,1
"gon get",0,1,0,2,25,5
"gon give",0,0,0,2,11,6
"gon go",0,0,0,1,5,6
"gon gon",0,4,0,9,0,3
"gon hit",0,0,0,1,3,1
"gon make",0,0,0,1,17,6
"gon see",0,0,0,2,3,2
"gon stop",0,0,0,3,11,1
"gon tell",0,0,0,1,10,1
"gone",119,237,195,218,445,145
"gone aint",1,0,1,3,7,0
"gone away",5,10,9,11,2,1
"gone away dont",1,0,2,6,1,0
"gone baby",5,3,3,0,5,5
"gone bad",0,1,0,1,2,1
"gone can",1,4,3,6,5,0
"gone can see",0,2,1,2,0,0
"gone cant",1,6,0,2,4,4
"gone cause",0,2,0,2,2,2
"gone crazy",0,1,0,0,4,2
"gone dont",1,0,5,1,4,0
"gone dont know",1,0,1,1,1,0
"gone far",2,11,2,0,2,0
"gone feel",2,0,1,0,2,0
"gone girl",1,0,0,1,1,0
"gone gone",13,2,0,3,7,13
"gone gone away",1,2,0,0,0,1
"gone gone gone",6,0,0,0,1,5
"gone good",1,2,3,0,2,0
"gone id",4,0,0,0,2,1
"gone ill",0,1,4,7,0,0
"gone im",7,6,5,13,8,11
"gone ive",0,1,6,2,2,0
"gone just",2,6,1,1,15,0
"gone keep",1,0,0,1,2,0
"gone knew",0,1,1,0,1,0
"gone know",0,5,4,0,4,0
"gone left",3,0,2,1,1,0
"gone let",0,0,0,1,12,1
"gone like",0,1,2,0,1,0
"gone long",2,7,2,2,4,6
"gone love",2,3,0,2,2,1
"gone never",0,0,1,2,5,3
"gone now",3,1,10,1,0,4
"gone oh",3,12,4,1,5,0
"gone oh oh",0,6,1,0,1,0
"gone one",0,2,0,1,1,0
"gone remember",2,0,1,0,0,1
"gone since",0,0,4,5,3,0
"gone sometimes",0,1,1,1,1,0
"gone still",1,0,1,1,1,0
"gone theres",3,0,0,2,4,2
"gone tomorrow",2,0,1,12,1,0
"gone well",1,0,1,0,1,0
"gone will",2,0,0,1,2,1
"gone wind",1,0,2,4,0,0
"gone wrong",1,3,3,1,2,0
"gone yeah",0,0,2,3,3,3
"gone youre",2,4,4,5,18,14
"goneall",0,3,0,1,1,0
"goneand",0,1,2,1,3,0
"goneand dont",0,0,1,1,1,0
"gonei",2,0,2,4,6,2
"goneim",0,0,1,0,4,2
"gonewhen",0,1,0,1,1,4
"gonna",256,644,1002,881,1030,737
"gonna alright",5,4,7,14,8,3
"gonna another",0,0,2,1,3,0
"gonna around",0,3,1,0,5,0
"gonna best",0,5,1,1,1,10
"gonna break",1,5,20,37,4,23
"gonna break heart",0,1,2,28,0,1
"gonna bring",0,2,1,4,0,0
"gonna burn",1,2,5,1,1,2
"gonna buy",0,5,1,0,1,0
"gonna call",0,3,11,1,0,2
"gonna can",0,0,0,1,2,1
"gonna catch",1,1,1,0,10,5
"gonna cause",0,1,8,6,0,0
"gonna celebrate",0,0,4,2,2,0
"gonna change",3,1,22,4,13,8
"gonna come",1,4,10,29,14,1
"gonna cry",4,2,0,1,4,0
"gonna dance",3,9,11,2,1,1
"gonna dance night",0,3,4,1,1,0
"gonna die",0,6,3,2,5,31
"gonna drive",0,3,4,0,2,1
"gonna face",0,1,3,0,1,1
"gonna fall",6,0,6,2,2,22
"gonna feel",0,0,10,3,2,0
"gonna find",5,21,18,17,13,13
"gonna find way",1,3,0,4,1,9
"gonna fly",0,1,7,1,0,4
"gonna fun",1,0,1,1,0,0
"gonna get",11,30,67,102,38,24
"gonna get better",0,1,0,2,0,2
"gonna get get",1,1,0,8,12,0
"gonna get im",0,0,5,3,3,0
"gonna get love",0,1,0,2,0,1
"gonna get right",0,1,4,0,0,2
"gonna give",14,12,20,24,13,15
"gonna give love",0,0,1,1,1,0
"gonna go",2,11,7,12,12,9
"gonna go far",1,1,0,0,6,0
"gonna gonna",0,0,6,24,26,2
"gonna good",0,3,6,1,24,24
"gonna grab",0,1,1,1,0,0
"gonna happen",2,1,1,2,13,0
"gonna hard",0,2,0,0,1,1
"gonna hear",2,1,1,2,0,22
"gonna help",1,0,3,2,0,0
"gonna hit",0,0,0,1,1,2
"gonna hold",0,1,8,3,3,10
"gonna hurt",1,5,6,0,2,3
"gonna im",1,1,1,16,2,1
"gonna im gonna",1,1,0,10,1,1
"gonna just",0,0,1,1,5,3
"gonna keep",1,2,12,7,8,6
"gonna kick",0,0,0,2,1,1
"gonna know",1,6,6,0,8,10
"gonna lady",1,1,0,1,0,0
"gonna last",1,4,5,4,3,4
"gonna last forever",0,1,1,3,0,0
"gonna lay",0,1,0,1,1,0
"gonna learn",0,2,3,1,0,0
"gonna learn fly",0,2,3,1,0,0
"gonna leave",3,8,0,5,8,5
"gonna let",5,27,17,17,15,14
"gonna let go",0,2,5,4,2,0
"gonna lie",0,0,1,1,9,1
"gonna like",0,4,2,5,5,0
"gonna live",1,1,13,4,1,5
"gonna long",0,8,3,2,1,0
"gonna look",3,2,1,0,1,3
"gonna lose",2,7,15,4,4,10
"gonna love",11,18,18,10,27,25
"gonna love im",0,0,0,2,3,3
"gonna make",34,28,68,55,60,21
"gonna make happen",3,0,1,15,0,0
"gonna make know",0,0,4,1,2,0
"gonna make mine",20,3,2,1,0,0
"gonna make move",0,0,3,7,11,0
"gonna man",1,0,4,7,0,0
"gonna marry",1,0,1,0,0,3
"gonna meet",3,1,1,0,1,0
"gonna mess",0,9,2,0,2,0
"gonna miss",2,29,5,1,15,22
"gonna move",0,0,2,6,1,0
"gonna need",2,9,6,0,0,9
"gonna oh",0,0,0,1,1,1
"gonna okay",0,0,1,0,14,5
"gonna one",3,0,4,7,1,0
"gonna party",0,1,8,0,0,2
"gonna pay",0,1,3,8,2,1
"gonna play",1,1,3,8,10,16
"gonna push",0,2,0,6,0,6
"gonna put",1,15,6,1,0,4
"gonna rain",0,1,0,1,3,0
"gonna reach",0,0,2,1,0,13
"gonna right",6,5,7,8,0,1
"gonna rock",1,6,14,17,3,4
"gonna roll",0,3,1,2,1,0
"gonna run",2,1,27,4,7,6
"gonna say",0,8,9,3,10,6
"gonna say goodbye",0,1,6,0,3,1
"gonna see",9,14,1,25,4,2
"gonna shake",1,0,0,4,2,18
"gonna shine",0,1,6,2,7,0
"gonna show",3,6,2,2,12,13
"gonna side",0,0,1,1,2,0
"gonna sing",0,8,3,1,1,6
"gonna sit",1,0,0,0,1,1
"gonna slow",1,2,6,0,2,3
"gonna spend",2,1,7,0,10,0
"gonna stand",0,1,21,2,11,8
"gonna start",0,2,4,2,9,1
"gonna stay",4,14,8,5,1,19
"gonna stick",0,1,1,1,0,0
"gonna stop",3,14,21,3,7,14
"gonna stop us",0,3,12,0,0,4
"gonna take",4,13,69,47,24,13
"gonna take little",0,0,1,1,0,2
"gonna take time",0,2,7,0,5,0
"gonna talk",1,0,1,1,3,0
"gonna tear",0,4,2,0,2,6
"gonna tear us",0,0,2,0,1,5
"gonna tear us apart",0,0,2,0,1,1
"gonna tell",6,7,21,3,14,10
"gonna tell story",1,6,1,0,0,0
"gonna thing",2,0,1,0,2,0
"gonna think",0,0,1,1,4,2
"gonna touch",0,2,0,1,1,0
"gonna treat",0,2,0,2,9,0
"gonna true",1,0,5,1,0,0
"gonna try",0,2,16,8,2,0
"gonna turn",2,8,7,1,3,0
"gonna wait",0,3,1,0,1,3
"gonna walk",3,27,2,0,0,1
"gonna wanna",1,0,7,0,3,3
"gonna want",1,5,3,0,4,0
"gonna wear",0,0,2,2,2,0
"gonna whatcha",0,0,3,20,2,0
"gonna win",1,0,2,7,1,0
"gonna without",0,2,4,0,1,0
"gonna work",0,3,1,4,0,0
"gonna youre",0,1,1,5,0,1
"gonna youre gonna",0,1,0,5,0,1
"gonow",1,0,0,0,1,2
"good",216,556,427,504,644,538
"good aint",0,2,0,1,1,4
"good baby",5,12,6,15,10,5
"good bad",0,2,8,5,6,3
"good better",0,0,1,20,1,4
"good boy",0,0,0,1,2,1
