"keyword","X1960","X1970","X1980","X1990","X2000","X2010"
"time day",4,3,5,16,0,1
"time didnt",0,8,0,1,1,1
"time dont",8,7,19,35,10,7
"time dont know",4,1,2,4,0,0
"time dont need",0,0,0,1,1,4
"time dont understand",0,1,0,2,1,0
"time ever",0,4,6,0,2,1
"time every",0,0,2,2,8,3
"time every time",0,0,0,1,6,3
"time everybody",0,1,1,1,0,0
"time eyes",0,0,3,3,1,0
"time face",0,1,0,3,1,2
"time fall",1,1,19,5,2,2
"time fall love",0,1,13,0,2,0
"time feel",3,9,4,2,10,1
"time fell",0,1,3,14,0,1
"time fell love",0,0,2,9,0,1
"time find",0,0,5,2,1,1
"time fine",0,0,1,1,0,1
"time first",0,1,0,4,0,1
"time forever",0,0,2,2,0,1
"time gave",0,1,0,0,12,1
"time get",2,7,8,22,23,11
"time girl",0,6,5,2,15,0
"time girls",1,0,0,1,0,1
"time give",1,0,3,6,7,1
"time go",1,7,8,4,10,8
"time go home",0,1,1,0,2,0
"time god",0,0,1,2,0,2
"time goes",6,1,3,0,13,0
"time gone",0,0,1,1,12,0
"time gonna",0,1,9,1,0,8
"time good",0,4,7,2,0,0
"time good time",0,1,5,1,0,0
"time got",0,17,6,11,12,10
"time gotta",0,1,4,2,3,0
"time hands",0,1,22,0,2,0
"time hear",1,1,4,1,17,2
"time heard",0,4,0,0,1,1
"time heart",0,0,1,7,2,0
"time help",1,1,0,2,0,0
"time hes",1,1,4,4,0,0
"time hey",1,1,0,4,0,4
"time hit",0,1,2,0,4,2
"time hold",2,5,0,2,4,0
"time id",0,4,3,0,1,3
"time ill",3,6,13,4,5,4
"time ill make",2,1,2,0,0,0
"time im",1,31,40,28,44,33
"time im going",0,0,1,1,5,0
"time im gonna",1,2,5,1,1,0
"time im leaving",0,0,0,1,1,4
"time im tell",0,0,1,1,1,0
"time ive",5,2,4,14,4,2
"time just",2,7,8,15,3,6
"time keep",3,0,0,1,0,12
"time keeps",0,6,4,2,0,1
"time kiss",1,0,1,2,8,1
"time knew",0,1,0,1,2,0
"time know",10,4,25,7,6,13
"time last",3,1,2,2,0,2
"time last time",3,1,1,1,0,1
"time late",0,1,1,0,1,0
"time leave",2,7,2,0,1,2
"time left",1,16,1,3,3,0
"time let",0,0,8,6,4,2
"time lets",0,0,6,9,2,5
"time lets go",0,0,1,1,2,0
"time life",0,5,15,3,25,13
"time light",0,0,1,1,1,0
"time like",0,8,16,3,3,5
"time little",0,0,5,3,5,1
"time live",0,0,2,3,2,1
"time lives",0,1,2,1,0,2
"time long",1,0,1,0,14,6
"time look",2,6,5,3,7,2
"time looking",1,0,1,0,1,0
"time lose",2,2,4,0,2,1
"time love",4,40,7,24,8,4
"time love will",1,12,2,2,0,0
"time made",0,0,2,0,2,3
"time make",5,2,7,11,7,3
"time make move",2,0,0,1,1,1
"time man",1,2,0,0,1,0
"time may",0,0,1,1,5,0
"time maybe",4,1,3,2,4,0
"time mean",0,0,0,3,1,4
"time meaning",0,2,1,2,1,0
"time meaning byamandah",0,0,1,2,1,0
"time meaning byamandah editor",0,0,1,2,1,0
"time met",0,5,0,0,1,2
"time might",2,0,2,2,0,0
"time mind",3,0,0,1,4,0
"time mine",0,0,2,1,1,0
"time money",1,0,0,0,2,7
"time move",0,4,2,5,0,0
"time much",0,0,12,1,1,0
"time need",0,1,3,8,1,12
"time never",0,2,8,8,4,1
"time nigga",0,0,0,2,3,3
"time night",0,10,1,0,0,2
"time now",0,2,6,8,6,3
"time oh",1,11,15,6,8,6
"time oh oh",0,6,2,0,0,1
"time ohh",0,1,1,3,0,0
"time one",2,1,10,2,15,4
"time ooh",0,0,1,6,0,1
"time pass",0,1,0,0,4,2
"time passing",1,0,1,1,2,0
"time people",0,1,1,0,1,0
"time place",0,6,1,10,3,0
"time play",0,1,4,2,0,8
"time please",0,0,0,1,6,1
"time promise",0,0,0,4,1,3
"time put",0,0,2,1,3,6
"time realize",1,1,5,2,4,0
"time really",0,3,2,3,4,1
"time remember",2,2,1,1,0,0
"time right",3,7,18,5,7,0
"time run",1,0,1,2,1,1
"time running",0,1,2,0,0,2
"time runs",0,1,3,0,3,0
"time said",0,1,2,0,4,3
"time saw",2,1,6,3,5,2
"time say",2,5,8,12,25,1
"time say goodbye",0,0,1,2,9,0
"time says",1,0,2,0,0,1
"time see",4,4,12,5,37,2
"time see face",1,1,0,1,1,0
"time seems",1,1,0,1,1,0
"time set",0,0,1,2,2,0
"time shes",0,1,1,0,7,1
"time show",2,0,2,6,2,0
"time since",0,2,0,6,3,2
"time sing",0,1,0,1,1,0
"time sit",1,0,0,5,1,0
"time sleep",0,0,2,1,1,1
"time smile",0,1,0,1,0,3
"time speak",1,1,0,0,1,0
"time spend",1,0,1,1,6,2
"time spent",0,0,4,1,5,2
"time stands",0,1,0,1,0,1
"time stands still",0,1,0,1,0,1
"time start",0,0,1,2,1,0
"time stay",0,0,1,3,1,4
"time step",0,0,1,1,1,4
"time stop",4,0,2,2,3,0
"time stopped",1,0,1,1,0,0
"time sure",2,0,3,1,0,0
"time take",3,6,6,10,4,2
"time talk",0,2,1,1,0,0
"time tell",3,2,1,3,1,1
"time telling",0,0,1,2,0,1
"time thats",0,1,0,1,2,0
"time theres",4,2,2,1,6,0
"time things",2,1,5,1,0,1
"time think",2,6,11,14,13,2
"time think im",0,1,0,2,2,1
"time thought",0,2,0,2,0,2
"time time",12,21,65,43,33,20
"time time dont",1,0,2,1,0,0
"time time im",0,0,1,0,1,2
"time time see",1,1,1,0,0,0
"time time time",0,8,21,5,1,6
"time time time time",0,5,15,2,0,4
"time together",1,0,1,4,0,0
"time told",0,1,1,1,0,2
"time tomorrow",0,1,0,1,1,0
"time tonight",0,0,9,2,1,0
"time touch",0,2,2,7,7,4
"time touched",0,1,0,1,1,0
"time tried",0,3,3,0,1,0
"time try",3,3,3,4,19,2
"time turn",0,8,2,4,12,2
"time turn around",0,6,0,3,9,0
"time two",0,1,4,5,3,2
"time used",0,0,1,0,1,1
"time wait",2,1,0,0,1,0
"time waiting",0,0,3,1,2,0
"time walk",0,1,1,1,4,0
"time wanna",0,0,2,6,7,1
"time wanna get",0,0,1,0,1,1
"time want",2,7,3,2,0,0
"time wasnt",0,0,1,1,2,0
"time waste",0,1,2,0,4,4
"time wasted",0,3,2,1,2,5
"time wasting",0,0,3,1,1,1
"time watch",0,1,1,1,0,0
"time well",2,2,15,9,15,1
"time went",0,1,0,3,2,0
"time weve",0,2,1,1,0,0
"time will",4,4,32,13,8,1
"time will tell",2,3,3,2,0,0
"time wont",9,3,19,4,0,3
"time world",1,3,1,0,3,0
"time yeah",0,0,5,5,3,2
"time youd",0,0,1,1,1,0
"time youll",1,1,1,5,2,1
"time youre",4,7,10,6,16,4
"time youre really",1,0,1,0,0,2
"timeand",0,2,1,0,4,7
"timebaby",0,1,1,2,0,4
"timecause",0,1,3,2,2,3
"timedont",0,1,2,1,0,0
"timei",1,4,2,3,8,3
"timei dont",0,1,0,2,0,2
"timeif",1,0,5,4,3,4
"timeim",1,0,1,1,0,1
"timeits",0,1,2,3,0,3
"timeless",1,2,2,3,2,1
"timemy",0,1,2,3,0,0
"timeoh",1,2,2,4,0,0
"times",34,126,105,134,157,70
"times baby",1,0,0,1,1,0
"times bad",2,1,1,5,0,0
"times can",1,1,0,2,2,0
"times changed",1,1,0,1,0,0
"times cried",1,0,1,0,3,0
"times day",1,3,1,0,0,0
"times didnt",0,0,1,1,1,0
"times dont",0,1,2,3,2,0
"times fall",1,0,0,1,0,1
"times feel",0,1,1,3,2,0
"times get",0,1,0,4,7,1
"times get rough",0,1,0,0,4,1
"times gettin",1,0,1,0,1,0
"times got",1,1,1,10,0,0
"times hard",0,1,0,0,2,8
"times ill",0,2,0,0,2,8
"times im",0,0,4,8,7,4
"times ive",6,5,3,3,10,2
"times just",0,1,4,2,0,0
"times know",1,0,1,1,0,1
"times like",0,0,2,1,1,0
"times love",0,1,1,0,0,1
"times never",4,3,1,1,3,1
"times now",0,1,2,1,2,1
"times oh",2,0,0,2,3,2
"times one",0,1,1,5,0,0
"times said",0,1,1,1,1,0
"times see",0,0,1,1,1,0
"times square",0,0,0,1,1,1
"times take",1,0,1,0,5,0
"times tell",2,0,1,0,0,4
"times think",0,2,0,1,1,0
"times thought",1,0,1,0,0,1
"times times",1,1,1,0,0,0
"times tried",0,0,1,1,1,0
"times weve",0,1,0,1,1,0
"timeso",0,1,2,0,1,6
"timethats",0,1,1,1,0,0
"timethe",0,1,0,2,2,0
"timetheres",0,1,1,0,1,0
"timethey",0,1,1,1,0,0
"timeyou",0,3,5,5,1,2
"timing",0,0,3,3,1,1
"timmy",0,0,1,1,1,0
"tin",0,4,8,5,1,0
"tin roof",0,2,1,2,0,0
"tina",0,0,1,3,0,1
"tinted",0,1,0,0,4,1
"tiny",2,3,3,2,3,1
"tip",1,6,4,13,24,14
"tips",0,1,1,8,6,2
"tipsy",0,0,0,1,27,1
"tire",0,1,0,4,3,1
"tired",35,33,39,51,107,17
"tired im",0,0,1,2,6,1
"tired tired",6,0,0,1,1,0
"tires",0,3,1,2,5,5
"tits",0,0,0,4,5,1
"titties",0,0,0,7,15,5
"toand",0,0,1,0,1,2
"toast",0,1,7,5,12,4
"tock",0,0,0,1,17,5
"today",51,77,53,65,94,37
"today baby",1,0,1,0,1,0
"today come",4,1,1,1,0,0
"today dont",5,3,0,1,3,4
"today hey",1,3,0,1,0,0
"today im",0,0,0,2,3,1
"today just",0,2,1,1,1,0
"today maybe",0,4,2,0,4,0
"today maybe tomorrow",0,4,1,0,4,0
"today say",0,1,2,0,2,0
"today see",0,2,0,1,1,0
"today tell",1,0,0,3,0,5
"today today",0,0,3,1,2,0
"today walking",0,0,1,1,1,0
"todays",0,2,2,0,2,0
"todd",1,0,0,2,1,0
"toe",0,3,11,12,7,9
"toes",3,8,4,13,45,14
"toes sand",0,1,0,1,6,1
"together",58,173,233,226,196,68
"together aint",1,1,0,0,2,0
"together baby",0,8,2,4,7,3
"together can",3,10,6,3,2,0
"together can make",2,1,0,1,0,0
"together cant",2,4,7,7,0,1
"together cause",0,2,3,3,0,0
"together come",0,0,0,2,2,4
"together day",0,3,1,2,0,0
"together dont",0,1,2,4,16,2
"together feel",0,0,1,0,2,1
"together forever",4,0,19,7,1,0
"together girl",0,1,1,5,1,0
"together give",1,1,1,1,0,0
"together go",0,0,0,1,2,3
"together holding",0,0,0,1,1,1
"together holding hands",0,0,0,1,1,1
"together ill",0,2,2,4,4,0
"together im",1,0,1,5,1,0
"together just",1,0,3,9,0,3
"together keep",0,2,0,1,2,0
"together know",1,0,2,10,0,0
"together lets",0,0,1,1,3,0
"together like",0,4,2,2,3,3
"together long",0,5,2,5,1,1
"together love",0,2,9,12,1,6
"together make",0,1,1,2,1,0
"together maybe",0,0,1,1,2,0
"together need",0,0,1,2,0,1
"together never",0,0,1,3,5,3
"together night",0,1,1,0,1,0
"together now",2,3,7,3,9,6
"together oh",0,1,9,6,1,2
"together one",0,2,4,7,1,1
"together ooh",0,0,2,6,1,0
"together right",0,1,0,2,0,1
"together say",0,0,3,1,1,1
"together tell",0,1,0,1,3,0
"together theres",1,0,0,1,0,2
"together till",0,1,4,2,0,0
"together together",1,5,7,2,2,0
"together want",0,0,0,2,1,1
"together well",2,5,9,10,1,0
"together well get",0,2,1,3,0,0
"together yeah",0,1,2,0,4,2
"togetheri",0,1,1,4,1,0
"toi",0,1,0,1,1,0
"toke",0,19,0,3,0,1
"told",38,98,124,118,235,167
"told aint",0,1,0,5,1,0
"told baby",0,0,1,0,1,4
"told boy",0,0,1,3,2,0
"told can",0,3,0,0,2,2
"told dont",3,2,1,1,4,10
"told feel",0,0,2,0,1,4
"told girl",0,2,1,1,1,0
"told go",0,5,0,0,3,1
"told goodbye",0,1,4,1,0,0
"told id",1,1,2,0,3,0
"told im",1,2,3,5,2,5
"told ive",0,0,2,1,0,2
"told just",1,2,1,2,1,1
"told keep",1,0,0,0,1,1
"told lately",0,0,1,3,0,4
"told lately love",0,0,1,3,0,4
"told let",0,1,0,1,4,1
"told lies",0,0,2,5,1,0
"told like",0,0,0,1,1,1
"told love",0,1,2,3,4,0
"told loved",2,2,2,5,2,1
"told must",1,1,0,0,1,0
"told name",0,1,2,0,0,1
"told never",1,0,0,1,1,2
"told now",0,0,2,1,0,6
"told one",0,0,2,0,1,1
"told time",2,1,1,1,0,0
"told time time",1,1,1,0,0,0
"told told",3,3,0,0,5,1
"told twice",2,0,1,0,1,6
"told us",2,0,1,0,2,0
"told wont",0,1,0,1,2,0
"told world",0,0,1,1,1,1
"told ya",0,1,1,8,10,7
"told yall",0,0,0,1,5,1
"told youd",0,1,2,0,0,3
"toll",0,2,1,2,6,1
"tom",4,11,4,6,2,2
"tommy",0,1,9,6,2,0
"tomorrow",24,58,49,46,59,43
"tomorrow cause",0,1,0,1,0,1
"tomorrow ill",2,2,1,1,2,0
"tomorrow im",0,1,2,0,0,2
"tomorrow lets",0,1,1,1,0,3
"tomorrow might",1,0,1,0,2,1
"tomorrow night",0,2,2,0,2,0
"tomorrow will",2,3,4,5,0,6
"tomorrow will still",0,1,1,0,0,3
"tomorrow yeah",0,0,0,2,1,1
"tomorrows",0,3,2,6,7,5
"ton",2,4,6,1,2,2
"tone",0,0,2,3,18,7
"tongue",0,0,5,19,36,27
"tongue like",0,0,0,1,1,1
"tongues",0,0,1,2,1,0
"tonight",31,137,454,217,375,373
"tonight baby",1,11,9,14,12,6
"tonight can",0,0,8,3,4,3
"tonight cant",0,0,3,1,10,0
"tonight cause",0,2,7,1,11,4
"tonight come",1,0,8,2,0,6
"tonight dont",0,5,14,6,4,4
"tonight dont know",0,0,1,1,1,0
"tonight girl",0,0,1,2,4,2
"tonight gonna",0,3,5,1,1,1
"tonight got",0,4,2,1,2,0
"tonight gotta",0,0,6,1,2,1
"tonight hold",1,0,1,0,0,4
"tonight ill",2,2,7,13,12,0
"tonight im",0,3,9,15,32,39
"tonight im gonna",0,3,7,1,4,14
"tonight ive",1,1,5,0,3,0
"tonight just",0,2,0,7,14,6
"tonight just wanna",0,0,0,1,4,1
"tonight know",0,0,28,3,4,3
"tonight let",3,0,0,2,1,4
"tonight lets",0,0,3,1,0,5
"tonight looking",0,1,1,0,3,0
"tonight love",1,0,2,0,3,0
"tonight make",0,0,3,12,1,1
"tonight might",0,1,0,0,1,3
"tonight need",0,3,4,2,0,9
"tonight night",0,0,2,7,2,11
"tonight now",1,0,2,0,2,2
"tonight oh",0,1,15,5,18,11
"tonight oh oh",0,0,0,1,3,6
"tonight ooh",0,0,0,2,1,6
"tonight really",0,0,1,0,1,3
"tonight said",0,0,1,1,4,4
"tonight shell",1,3,2,0,0,0
"tonight sweet",0,2,7,1,0,0
"tonight take",0,0,1,2,1,0
"tonight thats",0,1,2,2,0,0
"tonight theres",0,0,5,1,0,3
"tonight think",0,0,2,1,2,0
"tonight tonight",0,0,43,4,10,12
"tonight tonight yeah",0,0,1,1,1,1
"tonight town",0,0,1,0,1,1
"tonight want",0,6,2,0,1,3
"tonight well",4,2,4,5,1,1
"tonight will",0,1,7,1,4,0
"tonight wont",0,1,0,1,0,2
"tonight yeah",1,2,6,5,6,22
"tonight yeah yeah",0,2,0,0,1,4
"tonight yes",0,2,0,2,2,0
"tonight youre",0,2,5,5,6,1
"tonightand",0,1,0,1,2,1
"tonighthey",0,0,0,1,2,3
"tonighti",4,1,6,2,10,6
"tonightif",0,0,1,1,3,1
"tonightits",0,0,0,1,2,1
"tonightoh",0,2,2,2,2,7
"tonightoh oh",0,2,0,1,0,6
"tonights",0,1,1,2,26,26
"tonights night",0,1,1,2,1,2
"tonightso",0,0,1,1,0,2
"tonightyeah",0,1,1,0,1,1
"tonightyeah yeah",0,1,0,0,1,1
"tonightyou",0,0,2,1,6,1
"tonk",8,12,0,1,1,0
"tons",0,1,0,1,1,0
"tony",2,5,0,3,2,0
"tooand",0,1,1,2,2,0
"tooh",0,1,1,1,0,0
"tooi",0,2,2,1,2,1
"took",47,77,117,117,118,77
"took away",4,4,0,5,0,0
"took baby",0,2,1,1,0,0
"took back",2,0,1,0,0,2
"took chance",0,1,0,1,3,2
"took good",0,1,1,0,1,0
"took granted",0,0,4,1,2,0
"took hand",1,7,5,1,2,1
"took heart",0,0,7,1,1,5
"took hit",0,0,1,4,2,0
"took home",1,5,0,1,0,5
"took just",0,3,1,1,0,0
"took long",5,5,17,6,1,2
"took long way",0,0,8,1,0,1
"took love",3,0,4,13,2,0
"took love away",2,0,3,5,0,0
"took ride",0,2,1,1,0,4
"took surprise",6,1,0,5,0,1
"took time",0,0,12,3,5,3
"took two",0,0,1,0,1,2
"took us",1,1,1,0,0,0
"took years",1,0,1,2,0,0
"tool",1,1,0,2,11,1
"tools",0,1,0,2,2,1
"toot",0,7,0,0,9,2
"tooth",1,3,2,0,6,1
"tooyou",0,1,1,0,1,0
"top",7,38,31,70,175,100
"top bottom",0,0,1,2,6,0
"top dont",0,0,2,2,0,4
"top hit",0,1,0,1,0,1
"top now",1,1,0,0,2,2
"top top",0,0,0,3,10,7
"top world",1,4,4,0,4,7
"topic",0,0,0,1,2,1
"tops",0,3,0,0,9,2
"torch",0,0,3,2,1,1
"tore",0,2,1,1,11,1
"torn",6,8,12,18,9,6
"torn apart",1,0,9,7,2,1
"toronto",0,0,0,1,1,1
"torture",0,0,4,0,1,4
"toss",0,2,3,7,5,3
"toss turn",0,1,3,1,1,0
"tossed",5,1,1,2,3,5
"tossin",1,1,2,2,5,0
"tossin turnin",1,1,0,1,4,0
"total",0,3,5,19,1,0
"total eclipse",0,1,5,7,0,0
"totally",0,0,7,12,12,3
"tote",0,0,0,3,6,1
"totin",2,0,1,0,1,0
"touch",28,88,217,210,260,139
"touch baby",2,1,0,4,7,1
"touch body",0,0,1,1,14,2
"touch can",1,0,1,4,5,0
"touch cant",0,1,4,2,1,0
"touch cause",0,0,2,1,1,0
"touch come",1,6,0,0,2,0
"touch dont",1,2,3,8,1,3
"touch face",1,0,1,1,4,0
"touch feel",0,1,5,0,7,9
"touch got",0,0,1,1,6,0
"touch ground",0,0,7,0,1,2
"touch hand",0,5,3,6,1,2
"touch hand can",0,0,2,2,1,0
"touch heart",1,1,9,1,0,0
"touch hey",0,2,1,1,0,0
"touch hold",0,1,5,1,0,0
"touch im",0,2,15,2,0,1
"touch just",2,2,2,5,1,4
"touch know",0,1,2,2,2,0
"touch like",0,0,0,12,18,6
"touch lips",0,1,1,2,0,0
"touch look",0,0,1,2,0,1
"touch love",0,3,5,0,6,1
"touch make",0,0,0,2,2,7
"touch never",0,0,1,1,2,3
"touch now",0,0,3,2,6,8
"touch ooh",0,2,0,2,0,1
"touch right",0,0,0,2,2,3
"touch see",0,0,3,1,4,0
"touch sky",0,3,3,5,6,7
"touch time",0,0,1,1,0,1
"touch touch",0,1,12,0,9,11
"touch us",0,0,1,2,1,0
"touch wanna",2,1,3,0,0,0
"touch yeah",0,0,11,1,0,2
"touch youre",1,0,2,2,0,0
"touched",6,14,19,16,23,5
"touched hand",0,2,1,2,0,0
"touches",1,0,2,0,5,2
"touchin",0,5,2,2,19,1
"touching",7,8,5,14,7,3
"touching skin",0,2,0,1,0,1
"tough",10,6,69,34,24,7
"tough enough",1,0,1,1,0,1
"tougher",1,0,2,0,1,1
"tour",1,1,2,7,7,10
"tour bus",0,0,1,0,3,1
"toward",1,2,0,1,3,0
"towards",0,4,2,5,6,5
"towels",0,0,0,2,1,1
"tower",1,1,0,3,0,2
"town",40,116,104,57,86,64
"town aint",0,3,0,1,1,1
"town can",1,2,2,0,4,0
"town cause",0,1,1,0,1,4
"town dont",0,3,0,1,1,0
"town everybody",1,2,0,1,0,0
"town get",0,1,6,1,0,4
"town im",1,1,1,0,1,1
"town just",0,1,6,0,0,2
"town like",0,0,0,2,1,2
"town never",0,1,0,0,2,1
"town people",0,3,1,0,1,0
"town said",1,0,0,1,0,1
"town thats",0,1,4,0,1,0
"town theyre",0,2,1,0,0,1
"town tonight",0,0,1,0,5,1
"town town",1,2,1,0,0,0
"town well",0,5,0,0,2,2
"town yeah",1,1,0,0,1,0
"towni",1,0,0,1,1,0
"towns",0,6,3,4,1,3
"townso",1,0,0,0,1,1
"toy",5,2,11,3,7,1
"toys",2,2,2,3,8,1
"trace",9,5,4,4,3,0
"track",5,9,13,34,52,32
"tracks",5,6,3,8,7,3
"tractor",0,0,0,1,3,2
"trade",2,3,3,3,11,9
"trade world",1,0,0,1,1,0
"traded",0,1,0,0,8,2
"traffic",1,1,6,4,9,8
"traffic jam",0,0,1,1,1,2
"tragedy",0,14,3,1,5,5
"tragic",0,1,4,1,4,1
"trail",0,1,2,2,3,1
"trailer",1,0,0,1,5,2
"trailer park",0,0,0,1,2,2
"train",21,84,23,58,16,19
"train im",0,1,1,3,0,0
"train now",1,1,1,0,1,0
"trains",7,3,2,2,3,0
"tramp",1,1,2,1,1,0
"trance",0,2,7,0,6,5
"transcribed",4,4,2,0,0,0
"trap",8,2,1,4,10,7
"trapped",1,7,4,3,3,1
"trash",1,0,0,3,5,13
"travel",1,5,11,4,6,11
"travel world",1,0,6,1,0,5
"traveled",0,3,6,1,2,11
"travelin",0,15,1,0,8,0
"traveling",0,4,6,1,0,1
"tray",1,0,1,0,1,1
"treasure",1,2,7,11,2,15
"treat",18,45,63,67,93,35
"treat bad",1,1,13,3,9,0
"treat cold",0,0,1,2,0,1
"treat good",1,1,0,1,6,13
"treat like",2,26,7,20,15,12
"treat like lady",0,8,4,5,1,3
"treat right",2,8,17,12,11,2
"treat right just",0,1,1,0,5,0
"treat way",0,0,2,2,6,0
"treated",7,0,3,16,8,4
"treated bad",1,0,0,1,3,0
"treated like",1,0,2,3,1,3
"treatin",0,0,1,1,2,0
"treating",1,2,0,2,1,0
"treats",0,2,3,6,4,0
"treats like",0,1,3,0,1,0
"tree",9,30,6,12,12,15
"trees",17,17,6,16,23,4
"tremble",0,1,6,1,4,0
"trembling",1,1,1,2,0,0
"trend",0,0,1,2,0,2
"tres",1,0,0,1,9,1
"trial",1,1,0,0,2,1
"trick",10,4,2,9,24,7
"trickin",1,0,0,1,9,0
"tricks",6,2,7,14,12,6
"tried",21,76,63,100,111,37
"tried best",0,2,1,0,10,0
"tried everything",1,2,0,6,0,0
"tried find",0,3,2,6,2,0
"tried get",1,1,1,0,0,0
"tried hard",3,5,5,1,8,1
"tried hide",0,2,0,0,1,1
"tried hold",0,1,4,1,0,0
"tried hurt",0,5,1,2,1,0
"tried keep",0,1,1,4,4,0
"tried make",0,3,2,2,11,1
"tried say",0,3,1,0,1,0
"tried take",2,1,0,1,1,0
"tried talk",0,2,1,1,0,0
"tried teach",0,1,0,0,1,1
"tried tell",1,3,4,2,0,8
"tried tried",0,0,1,5,2,0
"tries",2,0,2,3,8,1
"trigger",0,1,19,2,6,10
"trim",1,0,0,3,1,0
"trip",7,13,9,31,50,19
"trip cause",0,0,1,2,1,0
"trip dont",0,1,1,0,1,3
"triple",0,0,0,6,9,2
"tripped",2,2,1,2,0,0
"trippin",0,0,0,16,45,12
"tripping",6,0,0,0,9,9
"trips",0,1,1,3,11,1
"troop",0,0,1,2,1,0
"trot",0,1,0,1,2,0
"trouble",7,22,25,19,26,63
"trouble can",0,0,3,1,0,1
"trouble dont",2,0,0,1,0,6
"trouble ill",1,1,1,0,0,0
"troubled",3,18,1,0,2,0
"troubles",14,6,6,20,1,5
"trough",0,1,1,5,0,0
"truck",3,4,3,6,36,30
"trucks",0,4,0,1,9,5
"true",85,127,278,298,164,70
"true blue",0,1,7,3,0,0
"true cant",5,1,2,1,0,4
"true cause",3,2,1,2,2,1
"true dont",1,5,13,6,9,0
"true everything",0,1,0,3,1,0
"true get",0,2,8,0,1,1
"true girl",0,1,0,5,4,0
"true give",1,1,0,0,1,0
"true got",0,1,0,2,7,1
"true gotta",0,0,1,2,1,0
"true heart",2,0,0,1,1,0
"true id",2,2,1,0,0,1
"true ill",3,1,4,1,1,0
"true im",1,3,9,6,2,2
"true ive",0,0,1,1,3,0
"true just",1,4,2,6,4,0
"true know",1,3,7,8,6,0
"true let",2,0,2,0,0,3
"true love",17,7,44,27,11,6
"true love can",0,0,3,2,0,2
"true make",0,1,4,1,0,0
"true need",0,0,3,1,2,1
"true never",2,1,9,5,0,2
"true now",0,2,1,2,1,0
"true oh",3,6,1,11,5,0
"true oh baby",0,3,0,7,2,0
"true one",0,5,1,2,0,0
"true ooh",1,0,6,0,1,0
"true really",0,2,0,2,3,0
"true say",1,1,1,0,3,0
"true something",0,1,1,0,1,0
"true theres",1,2,7,1,2,0
"true think",1,1,0,1,0,0
"true time",2,0,1,1,0,0
"true true",0,3,2,3,1,4
"true well",0,2,17,1,1,0
"true will",0,0,0,7,3,2
"true wont",0,2,0,0,1,1
"true yeah",2,1,1,3,2,0
"true yes",1,0,1,1,1,0
"true youre",0,1,6,7,0,0
"trueand",0,2,1,1,1,0
"truei",0,0,3,6,3,0
"truetell",0,0,1,1,2,0
"truewhen",0,0,1,1,1,0
"truly",0,17,10,10,15,4
"trunk",1,1,0,7,21,3
"trunk full",0,0,0,1,1,1
"trust",18,13,23,51,105,29
"trust girl",0,0,1,1,2,0
"trust give",3,0,4,1,0,0
"trust im",1,0,0,1,1,0
"trust just",0,1,0,3,2,0
"trust know",0,2,0,0,1,1
"trust one",0,0,0,2,4,1
"trusted",1,2,3,2,4,2
"truth",9,25,57,62,95,54
"truth baby",1,0,0,1,2,0
"truth comes",0,0,1,1,1,1
"truth im",0,0,0,5,2,8
"truth ive",0,1,1,0,0,1
"truth keep",0,0,0,1,4,1
"truth never",0,0,2,2,1,1
"truthand",0,1,1,1,0,0
"try",58,166,230,275,372,159
"try act",0,0,1,1,1,0
"try baby",0,1,1,4,2,1
"try best",0,1,2,3,1,0
"try can",0,0,5,2,6,0
"try cant",0,2,1,8,2,1
"try cause",0,2,1,0,8,4
"try change",0,0,2,7,1,0
"try come",0,3,2,0,2,0
"try control",0,0,0,1,2,6
"try dont",0,0,2,2,22,0
"try feel",0,3,0,1,0,1
"try fight",0,1,4,2,2,2
"try find",2,6,6,6,0,0
"try forget",0,1,2,1,0,0
"try get",4,3,8,3,15,2
"try give",0,4,2,6,1,0
"try go",0,0,1,2,4,0
"try hard",1,2,1,12,4,1
"try hide",1,2,2,5,16,1
"try ill",0,2,0,2,0,3
"try im",1,1,3,7,3,1
"try ive",0,1,2,0,1,0
"try just",1,0,16,4,1,0
"try keep",1,4,1,5,7,4
"try know",1,2,6,0,2,1
"try leave",0,0,1,0,8,1
"try live",0,1,0,1,2,1
"try love",4,2,1,1,11,0
"try make",2,2,8,14,10,5
"try music",0,1,1,0,1,0
"try never",1,0,0,1,1,0
"try oh",0,6,3,7,2,0
"try one",0,3,0,3,1,0
"try play",0,3,0,2,1,1
"try put",1,0,2,2,1,1
"try resist",0,1,1,0,4,0
"try run",0,0,3,0,5,2
"try say",1,2,2,3,4,0
"try see",3,3,4,1,3,3
"try shit",0,0,0,3,1,1
"try smile",0,0,1,1,1,1
"try stay",0,2,0,3,0,1
"try stop",0,1,1,4,5,0
"try take",0,1,0,1,5,1
"try tell",5,5,10,2,14,2
"try think",0,0,0,5,3,1
"try time",1,0,0,2,0,1
"try try",0,11,11,4,21,32
"try try try",0,6,4,1,1,14
"try turn",0,0,0,1,2,2
"try understand",1,5,7,7,5,0
"try wanna",0,1,0,2,1,0
"try want",0,3,0,1,0,2
"try youll",0,0,0,1,2,1
"tryin",25,89,29,124,213,36
"tryin catch",0,0,0,2,47,1
"tryin find",0,4,1,2,5,2
"tryin get",1,27,1,19,14,5
"tryin get away",0,0,1,1,0,2
"tryin give",0,1,1,0,2,0
"tryin hard",1,1,3,0,1,0
"tryin hold",0,3,1,2,0,0
